Date,Ha,Month,Unit,Unit_TW,Value,Year
8/1/15,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2015
9/1/15,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,0,2015
10/1/15,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,0,2015
11/1/15,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,321.8975844,2015
12/1/15,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,0,2015
1/1/16,370475.2537,1,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
2/1/16,370475.2537,2,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
3/1/16,370475.2537,3,Hectares,Coastal Plain Agriculture & Renosterveld,85.84224375,2016
4/1/16,370475.2537,4,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
5/1/16,370475.2537,5,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
6/1/16,370475.2537,6,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
7/1/16,370475.2537,7,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
8/1/16,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
9/1/16,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
10/1/16,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
11/1/16,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,0,2016
12/1/16,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,5579.552963,2016
1/1/17,370475.2537,1,Hectares,Coastal Plain Agriculture & Renosterveld,1143.465986,2017
2/1/17,370475.2537,2,Hectares,Coastal Plain Agriculture & Renosterveld,128.7646891,2017
3/1/17,370475.2537,3,Hectares,Coastal Plain Agriculture & Renosterveld,0,2017
4/1/17,370475.2537,4,Hectares,Coastal Plain Agriculture & Renosterveld,497.608205,2017
5/1/17,370475.2537,5,Hectares,Coastal Plain Agriculture & Renosterveld,74.64553743,2017
6/1/17,370475.2537,6,Hectares,Coastal Plain Agriculture & Renosterveld,278.9851937,2017
7/1/17,370475.2537,7,Hectares,Coastal Plain Agriculture & Renosterveld,42.92121875,2017
8/1/17,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2017
9/1/17,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,0,2017
10/1/17,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,0,2017
11/1/17,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,944.3980437,2017
12/1/17,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,0,2017
1/1/18,370475.2537,1,Hectares,Coastal Plain Agriculture & Renosterveld,0,2018
2/1/18,370475.2537,2,Hectares,Coastal Plain Agriculture & Renosterveld,150.2170344,2018
3/1/18,370475.2537,3,Hectares,Coastal Plain Agriculture & Renosterveld,0,2018
4/1/18,370475.2537,4,Hectares,Coastal Plain Agriculture & Renosterveld,0,2018
5/1/18,370475.2537,5,Hectares,Coastal Plain Agriculture & Renosterveld,0,2018
6/1/18,370475.2537,6,Hectares,Coastal Plain Agriculture & Renosterveld,0,2018
7/1/18,370475.2537,7,Hectares,Coastal Plain Agriculture & Renosterveld,64.37887188,2018
8/1/18,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2018
9/1/18,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,85.83850938,2018
10/1/18,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,340.3475677,2018
11/1/18,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,1360.377923,2018
12/1/18,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,0,2018
1/1/19,370475.2537,1,Hectares,Coastal Plain Agriculture & Renosterveld,85.84099688,2019
2/1/19,370475.2537,2,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
3/1/19,370475.2537,3,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
4/1/19,370475.2537,4,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
5/1/19,370475.2537,5,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
6/1/19,370475.2537,6,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
7/1/19,370475.2537,7,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
8/1/19,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
9/1/19,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
10/1/19,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,0,2019
11/1/19,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,11.36147143,2019
12/1/19,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,2002.242606,2019
1/1/20,370475.2537,1,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
2/1/20,370475.2537,2,Hectares,Coastal Plain Agriculture & Renosterveld,107.3071578,2020
3/1/20,370475.2537,3,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
4/1/20,370475.2537,4,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
5/1/20,370475.2537,5,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
6/1/20,370475.2537,6,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
7/1/20,370475.2537,7,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
8/1/20,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
9/1/20,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
10/1/20,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
11/1/20,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
12/1/20,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,0,2020
1/1/21,370475.2537,1,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
2/1/21,370475.2537,2,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
3/1/21,370475.2537,3,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
4/1/21,370475.2537,4,Hectares,Coastal Plain Agriculture & Renosterveld,28.86734327,2021
5/1/21,370475.2537,5,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
6/1/21,370475.2537,6,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
7/1/21,370475.2537,7,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
8/1/21,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
9/1/21,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
10/1/21,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,21.4606875,2021
11/1/21,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,600.8786219,2021
12/1/21,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,0,2021
1/1/22,370475.2537,1,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
2/1/22,370475.2537,2,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
3/1/22,370475.2537,3,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
4/1/22,370475.2537,4,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
5/1/22,370475.2537,5,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
6/1/22,370475.2537,6,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
7/1/22,370475.2537,7,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
8/1/22,370475.2537,8,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
9/1/22,370475.2537,9,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
10/1/22,370475.2537,10,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
11/1/22,370475.2537,11,Hectares,Coastal Plain Agriculture & Renosterveld,80.70936175,2022
12/1/22,370475.2537,12,Hectares,Coastal Plain Agriculture & Renosterveld,0,2022
11/1/00,253655.868,11,Hectares,East Swartberg,0,2000
12/1/00,253655.868,12,Hectares,East Swartberg,0,2000
1/1/01,253655.868,1,Hectares,East Swartberg,0,2001
2/1/01,253655.868,2,Hectares,East Swartberg,0,2001
3/1/01,253655.868,3,Hectares,East Swartberg,1180.116206,2001
4/1/01,253655.868,4,Hectares,East Swartberg,0,2001
5/1/01,253655.868,5,Hectares,East Swartberg,0,2001
6/1/01,253655.868,6,Hectares,East Swartberg,0,2001
7/1/01,253655.868,7,Hectares,East Swartberg,128.7401438,2001
8/1/01,253655.868,8,Hectares,East Swartberg,0,2001
9/1/01,253655.868,9,Hectares,East Swartberg,0,2001
10/1/01,253655.868,10,Hectares,East Swartberg,0,2001
11/1/01,253655.868,11,Hectares,East Swartberg,0,2001
12/1/01,253655.868,12,Hectares,East Swartberg,908.0931332,2001
1/1/02,253655.868,1,Hectares,East Swartberg,3334.664757,2002
2/1/02,253655.868,2,Hectares,East Swartberg,8668.635373,2002
3/1/02,253655.868,3,Hectares,East Swartberg,493.5103391,2002
4/1/02,253655.868,4,Hectares,East Swartberg,0,2002
5/1/02,253655.868,5,Hectares,East Swartberg,0,2002
6/1/02,253655.868,6,Hectares,East Swartberg,0,2002
7/1/02,253655.868,7,Hectares,East Swartberg,0,2002
8/1/02,253655.868,8,Hectares,East Swartberg,0,2002
9/1/02,253655.868,9,Hectares,East Swartberg,0,2002
10/1/02,253655.868,10,Hectares,East Swartberg,2510.443367,2002
11/1/02,253655.868,11,Hectares,East Swartberg,0,2002
12/1/02,253655.868,12,Hectares,East Swartberg,1673.628959,2002
1/1/03,253655.868,1,Hectares,East Swartberg,2179.358956,2003
2/1/03,253655.868,2,Hectares,East Swartberg,5310.193574,2003
3/1/03,253655.868,3,Hectares,East Swartberg,42.91301563,2003
4/1/03,253655.868,4,Hectares,East Swartberg,0,2003
5/1/03,253655.868,5,Hectares,East Swartberg,0,2003
6/1/03,253655.868,6,Hectares,East Swartberg,0,2003
7/1/03,253655.868,7,Hectares,East Swartberg,0,2003
8/1/03,253655.868,8,Hectares,East Swartberg,42.91367031,2003
9/1/03,253655.868,9,Hectares,East Swartberg,0,2003
10/1/03,253655.868,10,Hectares,East Swartberg,0,2003
11/1/03,253655.868,11,Hectares,East Swartberg,0,2003
12/1/03,253655.868,12,Hectares,East Swartberg,0,2003
1/1/04,253655.868,1,Hectares,East Swartberg,0,2004
2/1/04,253655.868,2,Hectares,East Swartberg,922.6362656,2004
3/1/04,253655.868,3,Hectares,East Swartberg,0,2004
4/1/04,253655.868,4,Hectares,East Swartberg,0,2004
5/1/04,253655.868,5,Hectares,East Swartberg,0,2004
6/1/04,253655.868,6,Hectares,East Swartberg,0,2004
7/1/04,253655.868,7,Hectares,East Swartberg,0,2004
8/1/04,253655.868,8,Hectares,East Swartberg,0,2004
9/1/04,253655.868,9,Hectares,East Swartberg,0,2004
10/1/04,253655.868,10,Hectares,East Swartberg,0,2004
11/1/04,253655.868,11,Hectares,East Swartberg,1437.595059,2004
12/1/04,253655.868,12,Hectares,East Swartberg,5643.159945,2004
1/1/05,253655.868,1,Hectares,East Swartberg,879.7368172,2005
2/1/05,253655.868,2,Hectares,East Swartberg,1051.391634,2005
3/1/05,253655.868,3,Hectares,East Swartberg,0,2005
4/1/05,253655.868,4,Hectares,East Swartberg,0,2005
5/1/05,253655.868,5,Hectares,East Swartberg,0,2005
6/1/05,253655.868,6,Hectares,East Swartberg,0,2005
7/1/05,253655.868,7,Hectares,East Swartberg,0,2005
8/1/05,253655.868,8,Hectares,East Swartberg,0,2005
9/1/05,253655.868,9,Hectares,East Swartberg,0,2005
10/1/05,253655.868,10,Hectares,East Swartberg,64.3693125,2005
11/1/05,253655.868,11,Hectares,East Swartberg,5492.87952,2005
12/1/05,253655.868,12,Hectares,East Swartberg,85.8266875,2005
1/1/06,253655.868,1,Hectares,East Swartberg,0,2006
2/1/06,253655.868,2,Hectares,East Swartberg,0,2006
3/1/06,253655.868,3,Hectares,East Swartberg,0,2006
4/1/06,253655.868,4,Hectares,East Swartberg,0,2006
5/1/06,253655.868,5,Hectares,East Swartberg,0,2006
6/1/06,253655.868,6,Hectares,East Swartberg,0,2006
7/1/06,253655.868,7,Hectares,East Swartberg,0,2006
8/1/06,253655.868,8,Hectares,East Swartberg,0,2006
9/1/06,253655.868,9,Hectares,East Swartberg,0,2006
10/1/06,253655.868,10,Hectares,East Swartberg,0,2006
11/1/06,253655.868,11,Hectares,East Swartberg,0,2006
12/1/06,253655.868,12,Hectares,East Swartberg,0,2006
1/1/07,253655.868,1,Hectares,East Swartberg,42.91363125,2007
2/1/07,253655.868,2,Hectares,East Swartberg,42.91365,2007
3/1/07,253655.868,3,Hectares,East Swartberg,0,2007
4/1/07,253655.868,4,Hectares,East Swartberg,7187.979853,2007
5/1/07,253655.868,5,Hectares,East Swartberg,0,2007
6/1/07,253655.868,6,Hectares,East Swartberg,0,2007
7/1/07,253655.868,7,Hectares,East Swartberg,0,2007
8/1/07,253655.868,8,Hectares,East Swartberg,0,2007
9/1/07,253655.868,9,Hectares,East Swartberg,0,2007
10/1/07,253655.868,10,Hectares,East Swartberg,0,2007
11/1/07,253655.868,11,Hectares,East Swartberg,0,2007
12/1/07,253655.868,12,Hectares,East Swartberg,1544.907495,2007
1/1/08,253655.868,1,Hectares,East Swartberg,0,2008
2/1/08,253655.868,2,Hectares,East Swartberg,0,2008
3/1/08,253655.868,3,Hectares,East Swartberg,0,2008
4/1/08,253655.868,4,Hectares,East Swartberg,0,2008
5/1/08,253655.868,5,Hectares,East Swartberg,0,2008
6/1/08,253655.868,6,Hectares,East Swartberg,0,2008
7/1/08,253655.868,7,Hectares,East Swartberg,0,2008
8/1/08,253655.868,8,Hectares,East Swartberg,0,2008
9/1/08,253655.868,9,Hectares,East Swartberg,0,2008
10/1/08,253655.868,10,Hectares,East Swartberg,0,2008
11/1/08,253655.868,11,Hectares,East Swartberg,0,2008
12/1/08,253655.868,12,Hectares,East Swartberg,1480.507152,2008
1/1/09,253655.868,1,Hectares,East Swartberg,14104.96176,2009
2/1/09,253655.868,2,Hectares,East Swartberg,4634.665119,2009
3/1/09,253655.868,3,Hectares,East Swartberg,0,2009
4/1/09,253655.868,4,Hectares,East Swartberg,5491.1597,2009
5/1/09,253655.868,5,Hectares,East Swartberg,42.914325,2009
6/1/09,253655.868,6,Hectares,East Swartberg,0,2009
7/1/09,253655.868,7,Hectares,East Swartberg,0,2009
8/1/09,253655.868,8,Hectares,East Swartberg,0,2009
9/1/09,253655.868,9,Hectares,East Swartberg,0,2009
10/1/09,253655.868,10,Hectares,East Swartberg,0,2009
11/1/09,253655.868,11,Hectares,East Swartberg,0,2009
12/1/09,253655.868,12,Hectares,East Swartberg,0,2009
1/1/10,253655.868,1,Hectares,East Swartberg,23302.1934,2010
2/1/10,253655.868,2,Hectares,East Swartberg,21.45675781,2010
3/1/10,253655.868,3,Hectares,East Swartberg,0,2010
4/1/10,253655.868,4,Hectares,East Swartberg,407.6802094,2010
5/1/10,253655.868,5,Hectares,East Swartberg,0,2010
6/1/10,253655.868,6,Hectares,East Swartberg,364.7628313,2010
7/1/10,253655.868,7,Hectares,East Swartberg,0,2010
8/1/10,253655.868,8,Hectares,East Swartberg,0,2010
9/1/10,253655.868,9,Hectares,East Swartberg,0,2010
10/1/10,253655.868,10,Hectares,East Swartberg,0,2010
11/1/10,253655.868,11,Hectares,East Swartberg,0,2010
12/1/10,253655.868,12,Hectares,East Swartberg,0,2010
1/1/11,253655.868,1,Hectares,East Swartberg,0,2011
2/1/11,253655.868,2,Hectares,East Swartberg,0,2011
3/1/11,253655.868,3,Hectares,East Swartberg,0,2011
4/1/11,253655.868,4,Hectares,East Swartberg,0,2011
5/1/11,253655.868,5,Hectares,East Swartberg,0,2011
6/1/11,253655.868,6,Hectares,East Swartberg,0,2011
7/1/11,253655.868,7,Hectares,East Swartberg,0,2011
8/1/11,253655.868,8,Hectares,East Swartberg,0,2011
9/1/11,253655.868,9,Hectares,East Swartberg,0,2011
10/1/11,253655.868,10,Hectares,East Swartberg,0,2011
11/1/11,253655.868,11,Hectares,East Swartberg,0,2011
12/1/11,253655.868,12,Hectares,East Swartberg,0,2011
1/1/12,253655.868,1,Hectares,East Swartberg,171.6524094,2012
2/1/12,253655.868,2,Hectares,East Swartberg,0,2012
3/1/12,253655.868,3,Hectares,East Swartberg,0,2012
4/1/12,253655.868,4,Hectares,East Swartberg,0,2012
5/1/12,253655.868,5,Hectares,East Swartberg,0,2012
6/1/12,253655.868,6,Hectares,East Swartberg,0,2012
7/1/12,253655.868,7,Hectares,East Swartberg,0,2012
8/1/12,253655.868,8,Hectares,East Swartberg,0,2012
9/1/12,253655.868,9,Hectares,East Swartberg,0,2012
10/1/12,253655.868,10,Hectares,East Swartberg,0,2012
11/1/12,253655.868,11,Hectares,East Swartberg,0,2012
12/1/12,253655.868,12,Hectares,East Swartberg,0,2012
1/1/13,253655.868,1,Hectares,East Swartberg,0,2013
2/1/13,253655.868,2,Hectares,East Swartberg,0,2013
3/1/13,253655.868,3,Hectares,East Swartberg,0,2013
4/1/13,253655.868,4,Hectares,East Swartberg,0,2013
5/1/13,253655.868,5,Hectares,East Swartberg,2338.805777,2013
6/1/13,253655.868,6,Hectares,East Swartberg,64.37092813,2013
7/1/13,253655.868,7,Hectares,East Swartberg,0,2013
8/1/13,253655.868,8,Hectares,East Swartberg,0,2013
9/1/13,253655.868,9,Hectares,East Swartberg,0,2013
10/1/13,253655.868,10,Hectares,East Swartberg,0,2013
11/1/13,253655.868,11,Hectares,East Swartberg,0,2013
12/1/13,253655.868,12,Hectares,East Swartberg,0,2013
1/1/14,253655.868,1,Hectares,East Swartberg,0,2014
2/1/14,253655.868,2,Hectares,East Swartberg,150.1988484,2014
3/1/14,253655.868,3,Hectares,East Swartberg,0,2014
4/1/14,253655.868,4,Hectares,East Swartberg,0,2014
5/1/14,253655.868,5,Hectares,East Swartberg,0,2014
6/1/14,253655.868,6,Hectares,East Swartberg,0,2014
7/1/14,253655.868,7,Hectares,East Swartberg,0,2014
8/1/14,253655.868,8,Hectares,East Swartberg,21.4569125,2014
9/1/14,253655.868,9,Hectares,East Swartberg,5961.091036,2014
10/1/14,253655.868,10,Hectares,East Swartberg,4407.234839,2014
11/1/14,253655.868,11,Hectares,East Swartberg,32.14314191,2014
12/1/14,253655.868,12,Hectares,East Swartberg,0,2014
1/1/15,253655.868,1,Hectares,East Swartberg,0,2015
2/1/15,253655.868,2,Hectares,East Swartberg,0,2015
3/1/15,253655.868,3,Hectares,East Swartberg,2961.060928,2015
4/1/15,253655.868,4,Hectares,East Swartberg,0,2015
5/1/15,253655.868,5,Hectares,East Swartberg,0,2015
6/1/15,253655.868,6,Hectares,East Swartberg,5106.679589,2015
7/1/15,253655.868,7,Hectares,East Swartberg,0,2015
8/1/15,253655.868,8,Hectares,East Swartberg,0,2015
9/1/15,253655.868,9,Hectares,East Swartberg,0,2015
10/1/15,253655.868,10,Hectares,East Swartberg,128.7423375,2015
11/1/15,253655.868,11,Hectares,East Swartberg,0,2015
12/1/15,253655.868,12,Hectares,East Swartberg,2403.144873,2015
1/1/16,253655.868,1,Hectares,East Swartberg,1416.132003,2016
2/1/16,253655.868,2,Hectares,East Swartberg,6516.132707,2016
3/1/16,253655.868,3,Hectares,East Swartberg,15930.08893,2016
4/1/16,253655.868,4,Hectares,East Swartberg,0,2016
5/1/16,253655.868,5,Hectares,East Swartberg,128.74095,2016
6/1/16,253655.868,6,Hectares,East Swartberg,0,2016
7/1/16,253655.868,7,Hectares,East Swartberg,0,2016
8/1/16,253655.868,8,Hectares,East Swartberg,0,2016
9/1/16,253655.868,9,Hectares,East Swartberg,0,2016
10/1/16,253655.868,10,Hectares,East Swartberg,42.9144,2016
11/1/16,253655.868,11,Hectares,East Swartberg,0,2016
12/1/16,253655.868,12,Hectares,East Swartberg,22722.82592,2016
1/1/17,253655.868,1,Hectares,East Swartberg,0,2017
2/1/17,253655.868,2,Hectares,East Swartberg,2897.511995,2017
3/1/17,253655.868,3,Hectares,East Swartberg,0,2017
4/1/17,253655.868,4,Hectares,East Swartberg,0,2017
5/1/17,253655.868,5,Hectares,East Swartberg,429.1349422,2017
6/1/17,253655.868,6,Hectares,East Swartberg,64.37023594,2017
7/1/17,253655.868,7,Hectares,East Swartberg,1416.168459,2017
8/1/17,253655.868,8,Hectares,East Swartberg,0,2017
9/1/17,253655.868,9,Hectares,East Swartberg,0,2017
10/1/17,253655.868,10,Hectares,East Swartberg,0,2017
11/1/17,253655.868,11,Hectares,East Swartberg,10213.41589,2017
12/1/17,253655.868,12,Hectares,East Swartberg,21.45685469,2017
1/1/18,253655.868,1,Hectares,East Swartberg,0,2018
2/1/18,253655.868,2,Hectares,East Swartberg,13582.03756,2018
3/1/18,253655.868,3,Hectares,East Swartberg,0,2018
4/1/18,253655.868,4,Hectares,East Swartberg,0,2018
5/1/18,253655.868,5,Hectares,East Swartberg,0,2018
6/1/18,253655.868,6,Hectares,East Swartberg,0,2018
7/1/18,253655.868,7,Hectares,East Swartberg,0,2018
8/1/18,253655.868,8,Hectares,East Swartberg,0,2018
9/1/18,253655.868,9,Hectares,East Swartberg,21.45693125,2018
10/1/18,253655.868,10,Hectares,East Swartberg,1129.116424,2018
11/1/18,253655.868,11,Hectares,East Swartberg,450.5856469,2018
12/1/18,253655.868,12,Hectares,East Swartberg,0,2018
1/1/19,253655.868,1,Hectares,East Swartberg,0,2019
2/1/19,253655.868,2,Hectares,East Swartberg,3433.109537,2019
3/1/19,253655.868,3,Hectares,East Swartberg,0,2019
4/1/19,253655.868,4,Hectares,East Swartberg,0,2019
5/1/19,253655.868,5,Hectares,East Swartberg,0,2019
6/1/19,253655.868,6,Hectares,East Swartberg,0,2019
7/1/19,253655.868,7,Hectares,East Swartberg,0,2019
8/1/19,253655.868,8,Hectares,East Swartberg,0,2019
9/1/19,253655.868,9,Hectares,East Swartberg,0,2019
10/1/19,253655.868,10,Hectares,East Swartberg,549.4641326,2019
11/1/19,253655.868,11,Hectares,East Swartberg,6379.682059,2019
12/1/19,253655.868,12,Hectares,East Swartberg,107.2828281,2019
1/1/20,253655.868,1,Hectares,East Swartberg,0,2020
2/1/20,253655.868,2,Hectares,East Swartberg,0,2020
3/1/20,253655.868,3,Hectares,East Swartberg,0,2020
4/1/20,253655.868,4,Hectares,East Swartberg,0,2020
5/1/20,253655.868,5,Hectares,East Swartberg,0,2020
6/1/20,253655.868,6,Hectares,East Swartberg,0,2020
7/1/20,253655.868,7,Hectares,East Swartberg,0,2020
8/1/20,253655.868,8,Hectares,East Swartberg,0,2020
9/1/20,253655.868,9,Hectares,East Swartberg,0,2020
10/1/20,253655.868,10,Hectares,East Swartberg,0,2020
11/1/20,253655.868,11,Hectares,East Swartberg,0,2020
12/1/20,253655.868,12,Hectares,East Swartberg,0,2020
1/1/21,253655.868,1,Hectares,East Swartberg,0,2021
2/1/21,253655.868,2,Hectares,East Swartberg,0,2021
3/1/21,253655.868,3,Hectares,East Swartberg,0,2021
4/1/21,253655.868,4,Hectares,East Swartberg,462.2096662,2021
5/1/21,253655.868,5,Hectares,East Swartberg,0,2021
6/1/21,253655.868,6,Hectares,East Swartberg,0,2021
7/1/21,253655.868,7,Hectares,East Swartberg,0,2021
8/1/21,253655.868,8,Hectares,East Swartberg,0,2021
9/1/21,253655.868,9,Hectares,East Swartberg,0,2021
10/1/21,253655.868,10,Hectares,East Swartberg,0,2021
11/1/21,253655.868,11,Hectares,East Swartberg,0,2021
12/1/21,253655.868,12,Hectares,East Swartberg,0,2021
1/1/22,253655.868,1,Hectares,East Swartberg,0,2022
2/1/22,253655.868,2,Hectares,East Swartberg,0,2022
3/1/22,253655.868,3,Hectares,East Swartberg,0,2022
4/1/22,253655.868,4,Hectares,East Swartberg,0,2022
5/1/22,253655.868,5,Hectares,East Swartberg,0,2022
6/1/22,253655.868,6,Hectares,East Swartberg,0,2022
7/1/22,253655.868,7,Hectares,East Swartberg,0,2022
8/1/22,253655.868,8,Hectares,East Swartberg,0,2022
9/1/22,253655.868,9,Hectares,East Swartberg,0,2022
10/1/22,253655.868,10,Hectares,East Swartberg,0,2022
11/1/22,253655.868,11,Hectares,East Swartberg,48.13092176,2022
12/1/22,253655.868,12,Hectares,East Swartberg,147.5060577,2022
11/1/00,348529.7289,11,Hectares,Eastern Little Karoo,0,2000
12/1/00,348529.7289,12,Hectares,Eastern Little Karoo,0,2000
1/1/01,348529.7289,1,Hectares,Eastern Little Karoo,0,2001
2/1/01,348529.7289,2,Hectares,Eastern Little Karoo,115.6157118,2001
3/1/01,348529.7289,3,Hectares,Eastern Little Karoo,0,2001
4/1/01,348529.7289,4,Hectares,Eastern Little Karoo,0,2001
5/1/01,348529.7289,5,Hectares,Eastern Little Karoo,0,2001
6/1/01,348529.7289,6,Hectares,Eastern Little Karoo,0,2001
7/1/01,348529.7289,7,Hectares,Eastern Little Karoo,0,2001
8/1/01,348529.7289,8,Hectares,Eastern Little Karoo,0,2001
9/1/01,348529.7289,9,Hectares,Eastern Little Karoo,0,2001
10/1/01,348529.7289,10,Hectares,Eastern Little Karoo,0,2001
11/1/01,348529.7289,11,Hectares,Eastern Little Karoo,0,2001
12/1/01,348529.7289,12,Hectares,Eastern Little Karoo,0,2001
1/1/02,348529.7289,1,Hectares,Eastern Little Karoo,78.33919306,2002
2/1/02,348529.7289,2,Hectares,Eastern Little Karoo,0,2002
3/1/02,348529.7289,3,Hectares,Eastern Little Karoo,158.1270282,2002
4/1/02,348529.7289,4,Hectares,Eastern Little Karoo,0,2002
5/1/02,348529.7289,5,Hectares,Eastern Little Karoo,0,2002
6/1/02,348529.7289,6,Hectares,Eastern Little Karoo,0,2002
7/1/02,348529.7289,7,Hectares,Eastern Little Karoo,0,2002
8/1/02,348529.7289,8,Hectares,Eastern Little Karoo,0,2002
9/1/02,348529.7289,9,Hectares,Eastern Little Karoo,0,2002
10/1/02,348529.7289,10,Hectares,Eastern Little Karoo,0,2002
11/1/02,348529.7289,11,Hectares,Eastern Little Karoo,0,2002
12/1/02,348529.7289,12,Hectares,Eastern Little Karoo,13.21158415,2002
1/1/03,348529.7289,1,Hectares,Eastern Little Karoo,0,2003
2/1/03,348529.7289,2,Hectares,Eastern Little Karoo,0.336578407,2003
3/1/03,348529.7289,3,Hectares,Eastern Little Karoo,0,2003
4/1/03,348529.7289,4,Hectares,Eastern Little Karoo,0,2003
5/1/03,348529.7289,5,Hectares,Eastern Little Karoo,0,2003
6/1/03,348529.7289,6,Hectares,Eastern Little Karoo,21.45785625,2003
7/1/03,348529.7289,7,Hectares,Eastern Little Karoo,0,2003
8/1/03,348529.7289,8,Hectares,Eastern Little Karoo,0,2003
9/1/03,348529.7289,9,Hectares,Eastern Little Karoo,0,2003
10/1/03,348529.7289,10,Hectares,Eastern Little Karoo,42.91721875,2003
11/1/03,348529.7289,11,Hectares,Eastern Little Karoo,0,2003
12/1/03,348529.7289,12,Hectares,Eastern Little Karoo,34.58566619,2003
1/1/04,348529.7289,1,Hectares,Eastern Little Karoo,18.34433971,2004
2/1/04,348529.7289,2,Hectares,Eastern Little Karoo,53.34971735,2004
3/1/04,348529.7289,3,Hectares,Eastern Little Karoo,0,2004
4/1/04,348529.7289,4,Hectares,Eastern Little Karoo,0,2004
5/1/04,348529.7289,5,Hectares,Eastern Little Karoo,0,2004
6/1/04,348529.7289,6,Hectares,Eastern Little Karoo,0,2004
7/1/04,348529.7289,7,Hectares,Eastern Little Karoo,0,2004
8/1/04,348529.7289,8,Hectares,Eastern Little Karoo,0,2004
9/1/04,348529.7289,9,Hectares,Eastern Little Karoo,0,2004
